record_id,user_id,activity_timestamp,weight,height,country_of_residence,dish_name,meal_type,ingredient_list,substitutions_list,substitutions_made,carbon_footprint_original,portion_size,hunger_rating,meal_rating,geo_location
rec_00380,Fit Felix,2023-08-23 08:05:36,71.3,179.4,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",4,4,"(52.3765, 4.9158)"
rec_00637,Fit Felix,2023-08-23 13:30:46,71.0,177.9,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3494, 4.8892)"
rec_00454,Fit Felix,2023-08-23 20:25:29,71.4,176.4,Netherlands,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,3,"(52.3711, 4.8919)"
rec_01272,Diet Dani,2023-08-25 08:09:17,79.2,171.9,Italy,Grilled Chicken Salad,Breakfast,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",1,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",3,4,"(41.904, 12.4794)"
rec_00979,Budget Billie,2023-08-25 14:07:38,59.6,166.1,India,Stir-fried Rice,Lunch,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",0,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",4,3,"(12.9828, 77.6031)"
rec_00459,Fit Felix,2023-08-25 19:11:28,70.3,176.9,Netherlands,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3633, 4.9099)"
rec_01619,Travel Terry,2023-08-25 20:29:46,79.1,180.9,Japan,Vegan Burrito Bowl,Dinner,"['mushroom', 'tomato', 'quinoa']","[None, None, None]",0,"[1.56, 2.01, 4.47]","[51, 291, 140]",5,4,"(-33.869, 151.2223)"
rec_01247,Diet Dani,2023-08-26 14:49:44,79.1,168.3,Italy,Grilled Chicken Salad,Lunch,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",0,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",3,4,"(41.8941, 12.4921)"
rec_00124,Hardcore Henrietta,2023-08-27 07:28:48,76.4,168.2,Germany,Beef Stir-Fry,Breakfast,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",1,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",3,5,"(52.5229, 13.3955)"
rec_00555,Fit Felix,2023-08-28 12:03:25,71.1,175.4,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3859, 4.8909)"
rec_00173,Hardcore Henrietta,2023-08-28 13:33:40,76.9,168.3,Germany,Beef Stir-Fry,Lunch,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",1,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",3,5,"(52.5046, 13.3991)"
rec_01384,Diet Dani,2023-08-28 13:54:35,79.5,171.8,Italy,Grilled Chicken Salad,Lunch,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",1,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",2,3,"(41.9137, 12.4879)"
rec_01438,Diet Dani,2023-08-28 18:34:49,81.7,168.1,Italy,Grilled Chicken Salad,Dinner,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",0,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",4,4,"(41.9131, 12.5107)"
rec_00748,Vegan Vera,2023-08-29 09:15:42,55.9,166.4,Sweden,Vegan Buddha Bowl,Breakfast,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",3,5,"(59.3417, 18.0766)"
rec_01136,Budget Billie,2023-08-29 20:36:12,60.0,163.3,India,Simple Pasta,Dinner,"['beef', 'pasta', 'broccoli', 'fish', 'tomato']","['seitan', None, None, 'tempeh', None]",0,"[3.13, 4.32, 2.93, 3.55, 0.32]","[70, 191, 125, 262, 210]",4,3,"(12.9591, 77.5875)"
rec_00652,Vegan Vera,2023-08-30 12:22:57,56.4,165.1,Sweden,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(59.335, 18.08)"
rec_01208,Diet Dani,2023-08-30 13:40:31,81.3,170.0,Italy,Grilled Chicken Salad,Lunch,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",0,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",3,4,"(41.8876, 12.4836)"
rec_00288,Hardcore Henrietta,2023-08-31 07:18:43,78.8,165.5,Germany,Beef Stir-Fry,Breakfast,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",1,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",4,4,"(52.5118, 13.4151)"
rec_01318,Diet Dani,2023-09-01 07:43:04,81.1,170.1,Italy,Smoothie Bowl,Breakfast,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",1,"[0.89, 4.77, 4.62]","[89, 145, 245]",2,4,"(41.9118, 12.4973)"
rec_00733,Vegan Vera,2023-09-01 14:40:23,58.3,165.7,Sweden,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,5,"(59.3376, 18.0559)"
rec_01378,Diet Dani,2023-09-02 07:42:57,80.5,168.9,Italy,Zucchini Noodles,Breakfast,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",0,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",3,3,"(41.9119, 12.4897)"
rec_00764,Vegan Vera,2023-09-02 09:40:51,57.8,169.1,Sweden,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",2,5,"(59.3385, 18.066)"
rec_00616,Fit Felix,2023-09-02 19:29:35,72.5,177.5,Netherlands,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",2,4,"(52.3569, 4.9195)"
rec_00862,Vegan Vera,2023-09-03 09:06:21,57.6,169.2,Sweden,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(59.3369, 18.0832)"
rec_01037,Budget Billie,2023-09-03 12:49:22,58.8,164.2,India,Ramen with Veggies,Lunch,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",1,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",5,2,"(12.9565, 77.6125)"
rec_00773,Vegan Vera,2023-09-03 19:42:23,58.1,166.4,Sweden,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(59.3124, 18.0487)"
rec_01390,Diet Dani,2023-09-04 12:15:54,80.9,168.5,Italy,Zucchini Noodles,Lunch,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",0,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",2,3,"(41.8989, 12.512)"
rec_00271,Hardcore Henrietta,2023-09-04 19:44:54,76.8,169.0,Germany,Protein Pasta,Dinner,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",3,5,"(52.5067, 13.3903)"
rec_00058,Hardcore Henrietta,2023-09-05 14:07:22,81.6,169.9,Germany,Beef Stir-Fry,Lunch,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",0,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",4,5,"(52.5195, 13.4117)"
rec_01798,Travel Terry,2023-09-05 19:09:42,77.0,181.8,Japan,Protein Pasta,Dinner,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,3,"(35.7054, 139.6774)"
rec_00844,Vegan Vera,2023-09-06 14:44:45,57.9,166.2,Sweden,Vegan Buddha Bowl,Lunch,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",2,4,"(59.3423, 18.0763)"
rec_00612,Fit Felix,2023-09-06 18:15:53,73.3,177.7,Netherlands,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3799, 4.9084)"
rec_00734,Vegan Vera,2023-09-07 13:33:45,59.9,169.0,Sweden,Vegan Buddha Bowl,Lunch,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",3,4,"(59.3436, 18.0865)"
rec_01585,Travel Terry,2023-09-07 18:00:31,75.3,179.6,Japan,Protein Pasta,Dinner,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(35.6744, 139.6942)"
rec_00458,Fit Felix,2023-09-07 19:44:57,74.7,178.2,Netherlands,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3788, 4.8952)"
rec_01103,Budget Billie,2023-09-08 12:52:49,60.8,164.7,India,Stir-fried Rice,Lunch,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",0,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",3,3,"(12.9674, 77.6024)"
rec_00610,Fit Felix,2023-09-08 12:55:10,70.2,178.4,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",2,4,"(52.3759, 4.9065)"
rec_01749,Travel Terry,2023-09-08 13:34:01,79.0,180.9,Japan,Ramen with Veggies,Lunch,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",0,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",3,4,"(35.7034, 139.7044)"
rec_01144,Budget Billie,2023-09-08 18:31:38,58.6,166.3,India,Stir-fried Rice,Dinner,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",0,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",3,4,"(12.958, 77.6134)"
rec_01192,Diet Dani,2023-09-09 14:44:27,80.5,168.4,Italy,Smoothie Bowl,Lunch,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",1,"[0.89, 4.77, 4.62]","[89, 145, 245]",4,4,"(41.9094, 12.4954)"
rec_00751,Vegan Vera,2023-09-10 08:45:26,58.2,166.5,Sweden,Vegan Buddha Bowl,Breakfast,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",3,4,"(59.3093, 18.075)"
rec_00626,Fit Felix,2023-09-10 09:45:38,71.2,177.5,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,5,"(52.3634, 4.9189)"
rec_01295,Diet Dani,2023-09-10 09:56:28,78.0,170.3,Italy,Grilled Chicken Salad,Breakfast,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",0,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",4,4,"(41.9073, 12.4801)"
rec_00317,Hardcore Henrietta,2023-09-10 12:11:10,79.4,167.3,Germany,Beef Stir-Fry,Lunch,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",0,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",4,4,"(52.5092, 13.4174)"
rec_01148,Budget Billie,2023-09-10 13:36:50,60.5,166.6,India,Simple Pasta,Lunch,"['beef', 'pasta', 'broccoli', 'fish', 'tomato']","['seitan', None, None, 'tempeh', None]",0,"[3.13, 4.32, 2.93, 3.55, 0.32]","[70, 191, 125, 262, 210]",4,3,"(12.9645, 77.5999)"
rec_00243,Hardcore Henrietta,2023-09-10 13:54:44,75.2,173.2,Germany,Protein Pasta,Lunch,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.512, 13.4147)"
rec_01065,Budget Billie,2023-09-10 20:46:17,59.7,165.6,India,Simple Pasta,Dinner,"['beef', 'pasta', 'broccoli', 'fish', 'tomato']","['seitan', None, None, 'tempeh', None]",0,"[3.13, 4.32, 2.93, 3.55, 0.32]","[70, 191, 125, 262, 210]",4,3,"(12.9783, 77.5846)"
rec_01638,Travel Terry,2023-09-11 13:47:19,78.9,181.8,Japan,Vegan Curry,Lunch,"['tomato', 'yogurt', 'milk', 'chicken', 'fish', 'tofu']","[None, 'coconut yogurt', 'almond milk', 'tofu', 'tempeh', None]",0,"[2.64, 0.35, 1.32, 4.26, 2.34, 4.03]","[158, 106, 95, 255, 295, 228]",4,4,"(35.6813, 139.6789)"
rec_01138,Budget Billie,2023-09-11 18:04:03,58.0,166.6,India,Stir-fried Rice,Dinner,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",1,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",4,4,"(12.9764, 77.6073)"
rec_00297,Hardcore Henrietta,2023-09-12 14:52:49,84.4,168.9,Germany,Protein Pasta,Lunch,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5018, 13.4209)"
rec_01454,Diet Dani,2023-09-12 20:24:24,81.5,171.7,Italy,Smoothie Bowl,Dinner,"['salt', 'spinach', 'cheese']","[None, None, 'vegan cheese']",0,"[0.89, 4.77, 4.62]","[89, 145, 245]",3,3,"(41.9, 12.487)"
rec_00502,Fit Felix,2023-09-13 08:19:28,74.3,176.8,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",4,4,"(52.3654, 4.9238)"
rec_00936,Budget Billie,2023-09-13 14:34:32,58.9,164.6,India,Stir-fried Rice,Lunch,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",0,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",5,3,"(12.9673, 77.5895)"
rec_00661,Vegan Vera,2023-09-13 18:18:42,55.9,165.3,Sweden,Vegan Buddha Bowl,Dinner,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",2,4,"(59.3097, 18.0617)"
rec_01105,Budget Billie,2023-09-13 19:18:54,61.8,165.9,India,Stir-fried Rice,Dinner,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",0,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",4,3,"(12.9845, 77.61)"
rec_00307,Hardcore Henrietta,2023-09-14 07:57:12,78.6,171.7,Germany,Protein Pasta,Breakfast,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",1,"[0.6, 3.73, 2.77]","[107, 85, 238]",3,4,"(52.5122, 13.4084)"
rec_00077,Hardcore Henrietta,2023-09-14 18:17:28,76.0,173.5,Germany,Protein Pasta,Dinner,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,5,"(52.5379, 13.3939)"
rec_00535,Fit Felix,2023-09-15 12:19:36,73.9,179.2,Netherlands,Quinoa Salad,Lunch,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,5,"(52.3513, 4.9179)"
rec_00926,Budget Billie,2023-09-15 19:20:15,58.4,166.5,India,Ramen with Veggies,Dinner,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",0,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",4,4,"(12.9644, 77.5791)"
rec_00996,Budget Billie,2023-09-16 09:53:21,59.8,166.7,India,Simple Pasta,Breakfast,"['beef', 'pasta', 'broccoli', 'fish', 'tomato']","['seitan', None, None, 'tempeh', None]",0,"[3.13, 4.32, 2.93, 3.55, 0.32]","[70, 191, 125, 262, 210]",4,3,"(12.9555, 77.5978)"
rec_00681,Vegan Vera,2023-09-16 12:14:54,57.6,169.9,Sweden,Vegan Buddha Bowl,Lunch,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",3,5,"(59.3115, 18.0853)"
rec_01626,Travel Terry,2023-09-17 12:07:24,77.3,178.7,Japan,Beef Stir-Fry,Lunch,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",1,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",4,3,"(35.7047, 139.687)"
rec_01338,Diet Dani,2023-09-17 18:07:15,80.5,171.9,Italy,Grilled Chicken Salad,Dinner,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",1,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",2,3,"(41.9222, 12.5076)"
rec_00010,Hardcore Henrietta,2023-09-19 07:40:55,76.3,165.5,Germany,Protein Pasta,Breakfast,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5114, 13.4041)"
rec_01517,Travel Terry,2023-09-19 14:09:51,78.9,180.2,Japan,Tofu Tacos,Lunch,"['pasta', 'spinach', 'rice', 'tofu', 'egg']","[None, None, None, None, 'flax egg']",0,"[3.78, 4.22, 1.46, 3.91, 2.47]","[240, 270, 171, 165, 116]",3,4,"(40.7066, -74.0022)"
rec_00034,Hardcore Henrietta,2023-09-21 14:18:01,76.1,168.8,Germany,Protein Pasta,Lunch,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5226, 13.4124)"
rec_01230,Diet Dani,2023-09-21 18:22:29,81.8,171.6,Italy,Grilled Chicken Salad,Dinner,"['beef', 'chicken', 'pork', 'cheese', 'yogurt', 'pepper']","['seitan', 'tofu', 'jackfruit', 'vegan cheese', 'coconut yogurt', None]",0,"[3.54, 2.16, 2.3, 1.46, 4.36, 3.82]","[204, 56, 193, 100, 233, 216]",4,3,"(41.8859, 12.4882)"
rec_00267,Hardcore Henrietta,2023-09-21 18:35:31,80.2,167.0,Germany,Protein Pasta,Dinner,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5094, 13.3855)"
rec_00038,Hardcore Henrietta,2023-09-21 19:51:07,84.1,174.4,Germany,Beef Stir-Fry,Dinner,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",0,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",4,5,"(52.509, 13.4121)"
rec_00837,Vegan Vera,2023-09-22 07:22:35,58.7,166.1,Sweden,Vegan Buddha Bowl,Breakfast,"['rice', 'onion', 'pepper', 'milk']","[None, None, None, 'almond milk']",0,"[0.6, 1.96, 1.86, 1.79]","[105, 295, 245, 136]",3,5,"(59.3435, 18.0764)"
rec_01859,Travel Terry,2023-09-22 20:50:42,77.2,179.3,Japan,Vegan Sushi,Dinner,"['garlic', 'cheese', 'yogurt']","[None, 'vegan cheese', 'coconut yogurt']",0,"[3.92, 4.43, 2.09]","[220, 76, 140]",5,5,"(35.7083, 139.6977)"
rec_01319,Diet Dani,2023-09-23 07:15:56,80.6,170.7,Italy,Zucchini Noodles,Breakfast,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",1,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",3,3,"(41.9118, 12.4975)"
rec_00121,Hardcore Henrietta,2023-09-23 09:06:59,83.7,167.9,Germany,Protein Pasta,Breakfast,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",0,"[0.6, 3.73, 2.77]","[107, 85, 238]",3,5,"(52.5217, 13.4048)"
rec_00133,Hardcore Henrietta,2023-09-23 09:46:34,77.2,165.0,Germany,Beef Stir-Fry,Breakfast,"['quinoa', 'tomato', 'pasta', 'milk']","[None, None, None, 'almond milk']",0,"[2.85, 1.39, 2.96, 4.5]","[117, 85, 113, 240]",3,4,"(52.5184, 13.3912)"
rec_00665,Vegan Vera,2023-09-23 20:52:51,57.3,168.5,Sweden,Quinoa Salad,Dinner,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",0,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",2,4,"(59.334, 18.0659)"
rec_01300,Diet Dani,2023-09-24 20:27:09,78.8,170.5,Italy,Zucchini Noodles,Dinner,"['salt', 'pork', 'yogurt', 'fish']","[None, 'jackfruit', 'coconut yogurt', 'tempeh']",0,"[4.19, 0.9, 1.84, 3.38]","[147, 121, 166, 212]",3,3,"(41.8979, 12.4833)"
rec_00285,Hardcore Henrietta,2023-09-24 20:35:55,79.1,172.0,Germany,Protein Pasta,Dinner,"['chicken', 'pepper', 'yogurt']","['tofu', None, 'coconut yogurt']",1,"[0.6, 3.73, 2.77]","[107, 85, 238]",4,4,"(52.5087, 13.3934)"
rec_00418,Fit Felix,2023-09-25 09:20:49,73.5,176.3,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3766, 4.9087)"
rec_01855,Travel Terry,2023-09-25 12:16:33,75.9,181.7,Japan,Grilled Veggie Skewers,Lunch,"['chicken', 'fish', 'pepper', 'egg', 'broccoli']","['tofu', 'tempeh', None, 'flax egg', None]",1,"[3.67, 1.64, 3.07, 2.61, 1.99]","[59, 77, 202, 161, 138]",3,4,"(35.6938, 139.6816)"
rec_01556,Travel Terry,2023-09-25 18:28:27,77.9,181.1,Japan,Vegan Pasta,Dinner,"['yogurt', 'pepper', 'tomato', 'milk', 'salt']","['coconut yogurt', None, None, 'almond milk', None]",1,"[0.46, 2.35, 4.99, 4.98, 0.46]","[167, 130, 287, 242, 289]",4,4,"(-33.8798, 151.206)"
rec_00423,Fit Felix,2023-09-26 07:23:50,72.3,179.8,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3678, 4.9161)"
rec_00497,Fit Felix,2023-09-26 07:25:59,71.9,177.7,Netherlands,Quinoa Salad,Breakfast,"['onion', 'beef', 'yogurt', 'mushroom']","[None, 'seitan', 'coconut yogurt', None]",1,"[0.42, 4.57, 2.88, 3.62]","[256, 130, 152, 118]",3,4,"(52.3604, 4.8843)"
rec_01740,Travel Terry,2023-09-28 18:57:09,76.6,180.9,Japan,Vegan Shepherd’s Pie,Dinner,"['pork', 'salt', 'spinach', 'onion']","['jackfruit', None, None, None]",0,"[1.25, 1.62, 4.05, 0.82]","[73, 259, 293, 242]",4,4,"(40.7258, -74.025)"
rec_01022,Budget Billie,2023-09-29 14:22:53,61.7,166.3,India,Ramen with Veggies,Lunch,"['garlic', 'yogurt', 'milk', 'spinach', 'quinoa', 'beef']","[None, 'coconut yogurt', 'almond milk', None, None, 'seitan']",0,"[0.88, 3.43, 3.02, 1.99, 3.02, 2.39]","[243, 62, 270, 78, 89, 210]",3,3,"(12.9673, 77.5913)"
rec_00972,Budget Billie,2023-09-30 07:15:54,60.6,163.8,India,Stir-fried Rice,Breakfast,"['broccoli', 'chicken', 'fish', 'pepper', 'onion']","[None, 'tofu', 'tempeh', None, None]",0,"[0.12, 3.64, 3.63, 4.86, 3.83]","[78, 125, 161, 90, 166]",4,3,"(12.979, 77.6084)"
rec_01672,Travel Terry,2023-09-30 13:14:48,76.5,178.4,Japan,Vegan Wrap,Lunch,"['broccoli', 'tofu', 'yogurt', 'quinoa', 'mushroom', 'milk']","[None, None, 'coconut yogurt', None, None, 'almond milk']",1,"[3.43, 2.08, 0.91, 2.39, 0.73, 3.15]","[161, 174, 57, 149, 136, 221]",4,5,"(35.7045, 139.701)"
